Reviewer,Title,Review,Rating
Ccarroll24,Trip to La Jolla,"The Pantai Inn is a small property (30 rooms) occupying several buildings, ideally located across the street from the ever-changing ocean. It's old but well maintained, and the ambience is homelike. The stretch of coast directly opposite affords absorbing wildlife watching, and there are pocket-sized swimming beaches within a few hundred yards. The Balinese décor is authentic. Our suite was nicely furnished, down to the inclusion of Echo Dot (Alexa smart speaker) devices in both rooms. The bathroom is very small but we found it serviceable for a stay of five nights. Mike, Chelsea, and their colleagues provided attentive, friendly service. The complimentary breakfast is very well prepared by Javier, but the selection is limited. Several excellent restaurants lie within a",1
JimFitz2,A wonderful La Jolla experience.,"One of the nicest hotels I’ve ever stayed in. Our suite was roomy, well furnished and had great ocean view. Best hotel shower I ever experienced (it even had 2 shower heads). Excellent complimentary breakfast each morning and soft drinks and snacks in the afternoon. They also had a private car to take you dinner. Definitely would stay there again.",5
Navigator14553029926,Great place to stay,The friendly staff thought of everything. We had everything we needed and enjoyed our vacation thoroughly. La Jolla is a little paradise and we enjoyed it to the fullest. Breakfast was perfect with view of the ocean. Very comfortable and soft beds.,1
Resort53899933817,Best Inn ever,"This review is a follow up from one that I had posted in mid-June from a stay at the Pantai Inn. In all fairness, the hotel was beautiful and the professionalism and attentiveness of the management is what compelled me to post a follow up. Although we had a few issues as outlined in my earlier review, Mr. Murrell went out his way to understand what our concerns were and to address them in the most expeditious manner possible. To his and the inn's credit, they are continually striving to ensure the best possible experience of the guest; especially when unexpected issues may crop up. I applaud their level of commitment, as it is becoming more of a rarity in today's hospitality community. I will definitely visit the inn again in the future because of their efforts demonstrated by",4
Drew92104,anniversary well spent,We always must stay at the Pantai Inn. Thank you for always being so awesome when we come to visit. Our family loves your facility and we will continue to remain loyal to the staff and facilities. Thank you again,4
Strawberry2468,Amazing hotel,"The Pantai Inn is located in the heart of La Jolla. Beautiful walking trails, snorkeling and kayakingin the Cove, great restaurants and shopping all within walking distance. Pantai Inn is a lovely quiet Inn in the heart of one of the world's most beautiful villages.",1
Ouida W,Best place in LaJolla,"Very nice views of the ocean from the bed in the space. Luxurious bathroom and showering accommodations. Close enough to San Diego to get there quickly but far enough away too for a retreat too. Conveniently located close to beaches, dining, shopping, all within walking distance. I would most definitely choose Pantai Inn again for my next trip to the area.",5
artinboston,Great hotel with excellent service,This was our first getaway in five years and Pantai Inn made it the best vacation ever. We stayed in the room overlooking the beach and the ocean. So beautiful. So restful. We will definitely be returning Pantai this year. Thank You so much!,1
297jaredk,Outstanding Boutique Hotel in La Jolla,Loved this place. the suites in the south building have stunning views and the service was top notch. breakfast was nice in the communal patio (besides the seagulls). Would stay here again 100% Thank you!,5
Climber11959220515,Amazing place!!!,"We loved our stay at the Pantai Inn. Our room was lovely with amazing sea views! The views could absolutely not be beaten, we could even see seals sunbathing and sea lions swimming around from our balcony. The staff were brilliant and made us feel very special, it was our honeymoon and they gave us chocolate covered strawberries and decorated our room. The hotel breakfast is great and there are so many little extras they give you like cookies at reception and crisps and cereal bars in the room. I'd definitely recommend the hotel!",3
